Player,Year,Draft_Pick,Ht_No_Shoes,Ht_Shoes,Wingspan,Standing_reach,Max_Vert,Max_Vert_Reach,No_Step_Vert,No_Step_Vert_Reach,Weight,Body_Fat,Hand_Length,Hang_Width,Bench,Agility,Sprint,Player_Link,DX_Player_ID
"
						
							Latravian Glover
						
					",2015,-,"6'6""",-,"6'10""",-,-,-,-,-,218,-,-,-,-,-,-,/profile/Latravian-Glover-90674/,Latravian-Glover-90674
"
						
							Manny Patterson
						
					",2015,-,"6'6""",-,"6'11""",-,-,-,-,-,206,-,-,-,-,-,-,/profile/Manny-Patterson-91256/,Manny-Patterson-91256
"
						
							Philmon Gebrewhit
						
					",2015,-,"6'6""",-,"6'4 ½""",-,-,-,-,-,168,-,-,-,-,-,-,/profile/Philmon-Gebrewhit-91223/,Philmon-Gebrewhit-91223
"
						
							Taurean Prince
						
					",2015,12,"6'6""","6'8""","6'11 ½""","8'10 ½""",-,-,-,-,220,-,-,-,-,-,-,/profile/Taurean-Prince-65231/,Taurean-Prince-65231
"
						
							Patricio Garino
						
					",2016,-,"6'6""","6'7""","6'10""","8'6""",-,-,"30""","11'0""",203,-,-,-,-,11.68,3.3,/profile/Patricio-Garino-7063/,Patricio-Garino-7063
"
						
							James Kelly
						
					",2016,-,"6'6""","6'7 ½""","7'1""","8'9 ½""",-,-,"29.5""","11'3""",252,-,-,-,-,11.18,3.21,/profile/James-Kelly-77827/,James-Kelly-77827
"
						
							Dyshawn Pierre
						
					",2016,-,"6'6""","6'7 ½""","6'10""","8'4""",-,-,"30""","10'10""",223,-,-,-,-,11.91,3.41,/profile/Dyshawn-Pierre-6121/,Dyshawn-Pierre-6121
"
						
							Ryan Spangler
						
					",2016,-,"6'6""","6'7 ½""","6'9 ½""","8'9 ½""",-,-,"28""","11'1 ½""",235,-,-,-,-,12.15,3.36,/profile/Ryan-Spangler-40849/,Ryan-Spangler-40849
"
						
							Romaric Belemene
						
					",2016,-,"6'6""","6'7""","6'10""","8'9""","32.5""","11'5 ½""","30""","11'3""",210,-,-,-,-,12.4,3.37,/profile/Romaric-Belemene-68629/,Romaric-Belemene-68629
"
						
							Beka Burjanadze
						
					",2016,-,"6'6""","6'7""","7'1""","8'8""","28""","11'0""","24.5""","10'8 ½""",248,-,-,-,-,12.68,3.56,/profile/Beka-Burjanadze-39729/,Beka-Burjanadze-39729
"
						
							Dalibor Ilic
						
					",2016,-,"6'6""","6'7""","6'11""","8'10""","30""","11'4""","24.5""","10'10 ½""",179,-,-,-,-,12.62,3.37,/profile/Dalibor-Ilic-97454/,Dalibor-Ilic-97454
"
						
							Emmitt Williams
						
					",2016,-,"6'6""",-,"6'11""",-,-,-,-,-,209,-,-,-,-,-,-,/profile/Emmitt-Williams-98308/,Emmitt-Williams-98308
"
						
							Chandler Lawson
						
					",2016,-,"6'6""",-,"7'6""",-,-,-,-,-,190,-,-,-,-,-,-,/profile/Chandler-Lawson-82980/,Chandler-Lawson-82980
"
						
							Mikeal Brown-Jones
						
					",2016,-,"6'6""",-,"6'9""",-,-,-,-,-,200,-,-,-,-,-,-,/profile/Mikeal-Brown-Jones-98887/,Mikeal-Brown-Jones-98887
"
						
							Isaiah Mucius
						
					",2016,-,"6'6""",-,"6'11""",-,-,-,-,-,176,-,-,-,-,-,-,/profile/Isaiah-Mucius-93827/,Isaiah-Mucius-93827
"
						
							Mohammad Abdulsalam
						
					",2016,-,"6'6""",-,"7'0""",-,-,-,-,-,268,-,-,-,-,-,-,/profile/Mohammad-Abdulsalam-93768/,Mohammad-Abdulsalam-93768
"
						
							Reggie Chaney
						
					",2016,-,"6'6""",-,"6'10""",-,-,-,-,-,217,-,-,-,-,-,-,/profile/Reggie-Chaney-93773/,Reggie-Chaney-93773
"
						
							Isaiah Stewart
						
					",2016,-,"6'6""",-,"7'3""",-,-,-,-,-,227,-,-,-,-,-,-,/profile/Isaiah-Stewart-98859/,Isaiah-Stewart-98859
"
						
							Onyeka Okongwu
						
					",2016,-,"6'6""","6'7""","7'0 ½""",-,-,-,-,-,234,-,-,-,-,-,-,/profile/Onyeka-Okongwu-97928/,Onyeka-Okongwu-97928
"
						
							Ben Moore
						
					",2017,-,"6'6""","6'7""","6'10 ½""","8'8 ½""",-,-,-,-,203,-,-,-,-,-,-,/profile/Ben-Moore-72626/,Ben-Moore-72626
"
						
							Reggie Upshaw
						
					",2017,-,"6'6""","6'7""","6'10""","8'7 ½""",-,-,"29""","11'0 ½""",236,-,-,-,-,10.61,3.3,/profile/Reggie-Upshaw-77971/,Reggie-Upshaw-77971
"
						
							Scott Barnes
						
					",2017,-,"6'6""","6'6 ½""","7'1""","8'10""",-,-,-,-,196,-,-,-,-,-,-,/profile/Scott-Barnes-112928/,Scott-Barnes-112928
"
						
							Modestas Kancleris
						
					",2017,-,"6'6""","6'7 ¼""","6'9""","8'8 ¾""",-,-,-,-,175,-,-,-,-,-,-,/profile/Modestas-Kancleris-100708/,Modestas-Kancleris-100708
"
						
							Quinton Rose
						
					",2017,-,"6'6""","6'7""","6'8 ¼""","8'5""",-,-,-,-,180,-,-,-,-,-,-,/profile/Quinton-Rose-84456/,Quinton-Rose-84456
"
						
							Vladimir Jankovic
						
					",2010,-,"6'5 ¾""","6'7 ½""","6'7 ¾""","8'8 ¼""","31.5""","11'3 ¾""","22.8""","10'7""",201,-,-,-,-,-,-,/profile/Vladimir-Jankovic-5276/,Vladimir-Jankovic-5276
"
						
							Lucas Cipolini
						
					",2010,-,"6'5 ¾""","6'7 ½""","7'1 ¼""","8'9 ½""","33.5""","11'7""","28""","11'1 ½""",228,-,-,-,-,-,-,/profile/Lucas-Cipolini-49217/,Lucas-Cipolini-49217
"
						
							Thaddeus Young
						
					",2007,12,"6'5 ¾""","6'7 ½""","6'11 ½""","8'10""","37""","11'11""","34.5""","11'8 ½""",210,4.9,-,-,13,11.06,3.19,/profile/Thaddeus-Young-450/,Thaddeus-Young-450
"
						
							Al Thornton
						
					",2007,14,"6'5 ¾""","6'7""","7'1""","8'8""","41""","12'1""","35""","11'7""",221,5.8,-,-,9,11.96,3.16,/profile/Al-Thornton-591/,Al-Thornton-591
"
						
							Jared Dudley
						
					",2007,22,"6'5 ¾""","6'7 ¼""","6'7""","8'6""","32""","11'2""","28""","10'10""",219,7.1,-,-,14,11.32,3.45,/profile/Jared-Dudley-181/,Jared-Dudley-181
"
						
							Ronnie Brewer
						
					",2006,14,"6'5 ¾""","6'6 ¾""","6'11 ¼""","8'7 ½""","41""","12'0 ½""","35""","11'6 ½""",223,5,-,-,19,11.32,3.14,/profile/Ronnie-Brewer-64/,Ronnie-Brewer-64
"
						
							Bobby Jones
						
					",2006,37,"6'5 ¾""","6'6 ¾""","6'9 ½""","8'5 ½""","34.5""","11'4""","28.5""","10'10""",211,8,-,-,15,11.23,3.28,/profile/Bobby-Jones-351/,Bobby-Jones-351
"
						
							Michael Finley
						
					",1995,21,"6'5 ¾""",-,-,-,-,-,-,-,204,-,-,-,-,-,-,/profile/Michael-Finley-2418/,Michael-Finley-2418
"
						
							Donny Marshall
						
					",1995,39,"6'5 ¾""",-,-,-,-,-,-,-,216,-,-,-,-,-,-,/profile/Donny-Marshall-3432/,Donny-Marshall-3432
"
						
							Corey Williams
						
					",1996,-,"6'5 ¾""",-,-,-,-,-,-,-,202,-,-,-,-,-,-,/profile/Corey-Williams-43575/,Corey-Williams-43575
"
						
							Luc Richard Mbah A Moute
						
					",2008,37,"6'5 ¾""","6'7 ½""","7'0 ½""","8'7 ½""","38.5""","11'10""","32""","11'3 ½""",221,7,-,-,11,11.71,3.17,/profile/Luc-Richard-Mbah-A-Moute-1016/,Luc-Richard-Mbah-A-Moute-1016
"
						
							Sean Banks
						
					",2005,-,"6'5 ¾""","6'7""","7'1""","9'0""","31.5""","11'7 ½""","25""","11'1""",206,-,-,-,7,11.74,3.35,/profile/Sean-Banks-52/,Sean-Banks-52
"
						
							Francisco Garcia
						
					",2005,23,"6'5 ¾""","6'7""","6'10 ¾""","8'7""","31.5""","11'2 ½""","27.5""","10'10 ½""",190,-,-,-,5,10.63,3.33,/profile/Francisco-Garcia-123/,Francisco-Garcia-123
"
						
							Josh Childress
						
					",2004,6,"6'5 ¾""","6'7 ¼""","6'11""","8'9""","36""","11'9""","29""","11'2""",196,-,-,-,11,11.95,3.38,/profile/Josh-Childress-1988/,Josh-Childress-1988
"
						
							Andre Iguodala
						
					",2004,9,"6'5 ¾""","6'6 ¾""","6'11""","8'9 ½""","34.5""","11'8""","30.5""","11'4""",217,-,-,-,4,11.17,3.18,/profile/Andre-Iguodala-2918/,Andre-Iguodala-2918
"
						
							Bryant Matthews
						
					",2004,-,"6'5 ¾""","6'6 ¾""","7'0 ½""","8'9 ½""","34.5""","11'8""","29""","11'2 ½""",206,-,-,-,13,11.08,3.13,/profile/Bryant-Matthews-5649/,Bryant-Matthews-5649
"
						
							Doug Wrenn
						
					",2003,-,"6'5 ¾""","6'6 ½""","6'7 ½""","8'4 ½""","41""","11'9 ½""","34.5""","11'3""",220,7.3,-,-,15,11.38,3.17,/profile/Doug-Wrenn-32249/,Doug-Wrenn-32249
"
						
							Rolan Roberts
						
					",2002,-,"6'5 ¾""","6'6 ¾""","7'1""","8'9 ½""","37.5""","11'11""","32.5""","11'6""",241,-,-,-,16,11.36,3.33,/profile/Rolan-Roberts-34121/,Rolan-Roberts-34121
"
						
							George Williams
						
					",2002,-,"6'5 ¾""","6'6 ¾""","7'0 ½""","8'7""","39""","11'10""","33.5""","11'4 ½""",214,-,-,-,11,11.21,3.24,/profile/George-Williams-34801/,George-Williams-34801
"
						
							Roman Martinez
						
					",2010,-,"6'5 ¾""",-,"6'7 ¼""","8'5 ¾""",-,-,-,-,197,-,-,-,-,-,-,/profile/Roman-Martinez-21642/,Roman-Martinez-21642
"
						
							Edwin Ubiles
						
					",2010,-,"6'5 ¾""",-,"6'9 ¾""","8'7 ½""",-,-,-,-,199,-,-,-,-,-,-,/profile/Edwin-Ubiles-5316/,Edwin-Ubiles-5316
"
						
							Evan Turner
						
					",2010,2,"6'5 ¾""","6'7""","6'8""","8'7 ½""","34.5""","11'6""","27.5""","10'11""",214,8.6,"8.75""","9.5""",9,11.06,3.27,/profile/Evan-Turner-1115/,Evan-Turner-1115
"
						
							Klay Thompson
						
					",2011,11,"6'5 ¾""","6'7 ¼""","6'9""","8'7 ½""","31.5""","11'3""","26.5""","10'10""",206,8,"8.75""","9.25""",5,10.99,3.24,/profile/Klay-Thompson-5490/,Klay-Thompson-5490
"
						
							Ken Horton
						
					",2012,-,"6'5 ¾""",-,"6'11""",-,-,-,"28.3""","2'3 ¼""",204,-,-,-,-,11.78,3.51,/profile/Ken-Horton-20607/,Ken-Horton-20607
"
						
							Draymond Green
						
					",2012,35,"6'5 ¾""","6'7 ½""","7'1 ¼""","8'9""","33""","11'6""","28""","11'1""",236,11.3,"9""","9.5""",9,11.01,3.4,/profile/Draymond-Green-5859/,Draymond-Green-5859
"
						
							Michael Kidd-Gilchrist
						
					",2012,2,"6'5 ¾""","6'7 ½""","7'0""","8'8 ½""","35.5""","11'8""","32""","11'4 ½""",233,7,"9""","10.25""",6,11.77,3.18,/profile/Michael-Kidd-Gilchrist-5707/,Michael-Kidd-Gilchrist-5707
"
						
							Evan Fournier
						
					",2012,20,"6'5 ¾""","6'7""","6'8 ¼""","8'6 ½""","31.5""","11'2""","28""","10'10 ½""",204,-,-,-,-,11.42,3.42,/profile/Evan-Fournier-5719/,Evan-Fournier-5719
"
						
							Nemanja Jaramaz
						
					",2012,-,"6'5 ¾""","6'7""","6'8 ¼""","8'5 ½""","31.5""","11'1""","29""","10'10 ½""",223,-,-,-,-,11.87,3.41,/profile/Nemanja-Jaramaz-40012/,Nemanja-Jaramaz-40012
"
						
							Jai Lewis
						
					",2006,-,"6'5 ¾""","6'6 ½""","7'1 ½""",-,-,-,-,-,296,-,-,-,-,-,-,/profile/Jai-Lewis-28364/,Jai-Lewis-28364
"
						
							Justin Hawkins
						
					",2008,-,"6'5 ¾""","6'7 ½""","6'9""",-,-,-,-,-,215,-,-,-,-,-,-,/profile/Justin-Hawkins-24956/,Justin-Hawkins-24956
"
						
							Alexandros Sigounas
						
					",2009,-,"6'5 ¾""","6'7""","6'8""","8'7""","31""","11'2""","29""","11'0""",232,-,-,-,-,-,3.92,/profile/Alexandros-Sigounas-36571/,Alexandros-Sigounas-36571
"
						
							James Ennis
						
					",2013,50,"6'5 ¾""",-,"6'11 ½""","8'9""",-,-,-,-,206,-,-,-,-,-,-,/profile/James-Ennis-41434/,James-Ennis-41434
"
						
							Reggie Bullock
						
					",2013,25,"6'5 ¾""","6'7""","6'8 ¾""","8'6""","36.5""","11'6 ½""","31""","11'1""",200,7,"8.5""","9""",11,11.33,3.31,/profile/Reggie-Bullock-5212/,Reggie-Bullock-5212
"
						
							Montrezl Harrell
						
					",2013,32,"6'5 ¾""","6'6 ½""","7'3""","8'11""",-,-,-,-,242,-,-,-,-,-,-,/profile/Montrezl-Harrell-7019/,Montrezl-Harrell-7019
"
						
							Awudu Abass
						
					",2014,-,"6'5 ¾""","6'6 ¾""","7'0 ¾""","8'4""","36.5""","11'4 ½""","33.5""","11'1 ½""",216,-,-,-,-,11.7,3.29,/profile/Awudu-Abass-39723/,Awudu-Abass-39723
"
						
							Michael Barber
						
					",2014,-,"6'5 ¾""","6'6 ¾""","6'10""","8'8""",-,-,-,-,188,-,-,-,-,-,-,/profile/Michael-Barber-85467/,Michael-Barber-85467
"
						
							Dominique Reid
						
					",2012,-,"6'5 ¾""",-,"6'8 ½""","8'8 ½""",-,-,-,-,209,-,-,-,-,-,-,/profile/Dominique-Reid-70243/,Dominique-Reid-70243
"
						
							Manny Atkins
						
					",2015,-,"6'5 ¾""","6'7""","6'8 ½""","8'6 ½""","30.5""","11'1""","25.5""","10'8""",211,-,-,-,-,11.62,3.37,/profile/Manny-Atkins-16581/,Manny-Atkins-16581
"
						
							Kelly Oubre
						
					",2015,15,"6'5 ¾""","6'6 ¾""","7'2 ¼""","8'6 ½""","37""","11'7 ½""","34.5""","11'5""",203,5.7,"9""","8.75""",7,11.1,3.32,/profile/Kelly-Oubre-70215/,Kelly-Oubre-70215
"
						
							Gabriel Maric
						
					",2015,-,"6'5 ¾""","6'6 ¾""","6'7""","8'7 ½""","30.5""","11'2""","25""","10'8 ½""",180,-,-,-,-,11.65,3.5,/profile/Gabriel-Maric-91116/,Gabriel-Maric-91116
"
						
							Raiquan Gray
						
					",2015,-,"6'5 ¾""",-,"6'10 ½""","8'7 ½""","30""","11'1 ½""","22""","10'5 ½""",249,-,-,-,-,12.6,3.56,/profile/Raiquan-Gray-90675/,Raiquan-Gray-90675
"
						
							Caris LeVert
						
					",2016,20,"6'5 ¾""","6'7""","6'10""","8'5""",-,-,-,-,191,7.6,"8.5""","9.25""",-,-,-,/profile/Caris-LeVert-66377/,Caris-LeVert-66377
"
						
							Troy Williams
						
					",2016,-,"6'5 ¾""","6'6 ¾""","6'8 ¼""","8'6""","36""","11'6""","30""","11'0""",218,10,"8.25""","9.25""",-,10.72,3.35,/profile/Troy-Williams-6460/,Troy-Williams-6460
"
						
							Luka Bozic
						
					",2017,-,"6'5 ¾""","6'7""","6'9""","8'8""",-,-,-,-,216,-,-,-,-,-,-,/profile/Luka-Bozic-62879/,Luka-Bozic-62879
"
						
							Amar Gegic
						
					",2017,-,"6'5 ¾""","6'7""","6'7 ½""","8'5 ¼""",-,-,-,-,203,-,-,-,-,-,-,/profile/Amar-Gegic-73585/,Amar-Gegic-73585
"
						
							Sead Sehovic
						
					",2010,-,"6'5 ½""","6'7""","6'7""","8'7 ½""","34.3""","11'5 ¾""","21.7""","10'5""",214,-,-,-,-,-,-,/profile/Sead-Sehovic-6144/,Sead-Sehovic-6144
"
						
							Nihad Djedovic
						
					",2010,-,"6'5 ½""","6'6 ½""","6'7""","8'4 ¾""","33.9""","11'2 ½""","25.6""","10'6 ¼""",211,-,-,-,-,-,-,/profile/Nihad-Djedovic-1157/,Nihad-Djedovic-1157
"
						
							Adam Hanga
						
					",2011,59,"6'5 ½""","6'6 ½""","6'7 ½""","8'4 ¾""","34.5""","11'3 ¼""","27.1""","10'7 ¾""",198,6.8,-,-,-,-,3.24,/profile/Adam-Hanga-1350/,Adam-Hanga-1350
"
						
							Stephane Lasme
						
					",2007,46,"6'5 ½""","6'7""","7'2""","8'11""","36""","11'11""","29.5""","11'4 ½""",213,4.9,-,-,17,11.73,3.22,/profile/Stephane-Lasme-1079/,Stephane-Lasme-1079
"
						
							Blake Schilb
						
					",2007,-,"6'5 ½""","6'7""","6'9""","8'6 ½""","33.5""","11'4""","26.5""","10'9""",214,11.3,-,-,11,11.63,3.36,/profile/Blake-Schilb-555/,Blake-Schilb-555
"
						
							Quinton Hosley
						
					",2007,-,"6'5 ½""","6'7 ¾""","6'11 ¼""","8'9""","34""","11'7""","28.5""","11'1 ½""",215,5.7,-,-,12,12.47,3.32,/profile/Quinton-Hosley-1021/,Quinton-Hosley-1021
"
						
							Brad Newley
						
					",2007,54,"6'5 ½""","6'6 ½""","6'8""","8'6 ½""","31.5""","11'2""","29.5""","11'0""",201,8.2,-,-,3,11.77,3.29,/profile/Brad-Newley-341/,Brad-Newley-341
"
						
							Mario Boggan
						
					",2007,-,"6'5 ½""","6'7""","7'2""","8'11""","26.5""","11'1 ½""","24""","10'11""",240,9.2,-,-,12,12.18,3.45,/profile/Mario-Boggan-1159/,Mario-Boggan-1159
"
						
							Sammy Mejia
						
					",2007,57,"6'5 ½""","6'7""","6'11""","8'9""","31.5""","11'4 ½""","27""","11'0""",218,8.3,-,-,7,11.87,3.49,/profile/Sammy-Mejia-169/,Sammy-Mejia-169
"
						
							Marco Killingsworth
						
					",2006,-,"6'5 ½""","6'6 ¾""","7'3""","8'8""","32""","11'4""","28""","11'0""",266,19,-,-,13,11.42,3.34,/profile/Marco-Killingsworth-603/,Marco-Killingsworth-603
"
						
							Craig Smith
						
					",2006,36,"6'5 ½""","6'6 ½""","6'9 ½""","8'7 ½""","29.5""","11'1""","30""","11'1 ½""",259,12.2,-,-,-,11.59,3.4,/profile/Craig-Smith-133/,Craig-Smith-133
"
						
							Vince Carter
						
					",1998,5,"6'5 ½""",-,-,-,"43""","3'6""","36""","2'11""",219,-,-,-,-,-,-,/profile/Vince-Carter-1951/,Vince-Carter-1951
"
						
							Corey Benjamin
						
					",1998,28,"6'5 ½""",-,-,-,-,-,-,-,203,-,-,-,-,-,-,/profile/Corey-Benjamin-1658/,Corey-Benjamin-1658
"
						
							Toby Bailey
						
					",1998,45,"6'5 ½""",-,-,-,-,-,-,-,213,-,-,-,-,-,-,/profile/Toby-Bailey-1567/,Toby-Bailey-1567
"
						
							Ricky Davis
						
					",1998,21,"6'5 ½""",-,-,-,-,-,-,-,201,-,-,-,-,-,-,/profile/Ricky-Davis-2177/,Ricky-Davis-2177
"
						
							Paul Culbertson
						
					",1998,-,"6'5 ½""",-,-,-,-,-,-,-,194,-,-,-,-,-,-,/profile/Paul-Culbertson-54062/,Paul-Culbertson-54062
"
						
							Antonio Granger
						
					",1998,-,"6'5 ½""",-,-,-,-,-,-,-,209,-,-,-,-,-,-,/profile/Antonio-Granger-5640/,Antonio-Granger-5640
"
						
							Josh Pittman
						
					",1998,-,"6'5 ½""",-,-,-,-,-,-,-,204,-,-,-,-,-,-,/profile/Josh-Pittman-53947/,Josh-Pittman-53947
"
						
							Corliss Williamson
						
					",1995,13,"6'5 ½""",-,-,-,-,-,-,-,244,-,-,-,-,-,-,/profile/Corliss-Williamson-4927/,Corliss-Williamson-4927
"
						
							Larry Johnson
						
					",1991,1,"6'5 ½""",-,-,-,-,-,-,-,250,-,-,-,-,-,-,/profile/Larry-Johnson-3018/,Larry-Johnson-3018
"
						
							John Turner
						
					",1991,20,"6'5 ½""",-,-,-,-,-,-,-,228,-,-,-,-,-,-,/profile/John-Turner-4666/,John-Turner-4666
"
						
							Tariq Abdul-Wahad
						
					",1997,11,"6'5 ½""",-,-,-,-,-,-,-,216,-,-,-,-,-,-,/profile/Tariq-Abdul-Wahad-1453/,Tariq-Abdul-Wahad-1453
"
						
							Chuck Hayes
						
					",2005,-,"6'5 ½""","6'6 ¾""","6'10""","8'8 ½""","33""","11'5 ½""","30""","11'2 ½""",232,-,-,-,20,10.7,3.34,/profile/Chuck-Hayes-110/,Chuck-Hayes-110
"
						
							Ivan McFarlin
						
					",2005,-,"6'5 ½""","6'6 ¾""","6'9""","8'9 ½""","32""","11'5 ½""","26.5""","11'0""",229,-,-,-,10,10.64,3.27,/profile/Ivan-McFarlin-431/,Ivan-McFarlin-431
"
						
							J.R. Smith
						
					",2004,18,"6'5 ½""","6'6 ¾""","6'10""","8'8""","35.5""","11'7 ½""","29""","11'1""",227,-,-,-,5,10.93,3.21,/profile/J.R.-Smith-4419/,J.R.-Smith-4419
"
						
							Mike Williams
						
					",2004,-,"6'5 ½""","6'6 ½""","6'11 ½""","8'9 ½""","27.5""","11'1""","23.5""","10'9""",197,-,-,-,-,11.59,3.42,/profile/Mike-Williams-23973/,Mike-Williams-23973
"
						
							Sasha Vujacic
						
					",2003,27,"6'5 ½""","6'6 ¾""","6'5 ½""","8'5""",-,-,-,-,193,14.1,-,-,-,-,-,/profile/Sasha-Vujacic-4724/,Sasha-Vujacic-4724
"
						
							Lenny Cooke
						
					",2002,-,"6'5 ½""","6'6 ½""","7'1""","8'11""",-,-,-,-,214,-,-,-,-,-,-,/profile/Lenny-Cooke-53399/,Lenny-Cooke-53399
"
						
							John Salmons
						
					",2002,26,"6'5 ½""","6'7""","6'10 ¼""","8'8""","34.5""","11'6 ½""","30.5""","11'2 ½""",207,-,-,-,12,11.35,3.25,/profile/John-Salmons-4214/,John-Salmons-4214
"
						
							Vincent Yarbrough
						
					",2002,32,"6'5 ½""","6'7""","7'0 ½""","8'8 ½""","34""","11'6 ½""","30""","11'2 ½""",202,-,-,-,10,11.7,3.32,/profile/Vincent-Yarbrough-5000/,Vincent-Yarbrough-5000
"
						
							Sean Lampley
						
					",2001,44,"6'5 ½""","6'6 ½""","6'9 ¼""","8'5""","40""","11'9""","36""","11'5""",213,-,-,-,12,11.06,3.12,/profile/Sean-Lampley-3251/,Sean-Lampley-3251
"
						
							Jeryl Sasser
						
					",2001,22,"6'5 ½""","6'6 ¾""","6'10 ½""","8'7 ½""","34""","11'5 ½""","29""","11'0 ½""",194,-,-,-,1,11.47,3.22,/profile/Jeryl-Sasser-4231/,Jeryl-Sasser-4231
"
						
							Mario Bland
						
					",2000,-,"6'5 ½""","6'6 ½""","7'0""","8'7""","31""","11'2""","27""","10'10""",287,-,-,-,15,13.04,3.47,/profile/Mario-Bland-44615/,Mario-Bland-44615
"
						
							Cory Hightower
						
					",2000,54,"6'5 ½""","6'6 ½""","6'11""","8'5 ½""","34.5""","11'4""","29.5""","10'11""",183,-,-,-,-,11.92,3.37,/profile/Cory-Hightower-5302/,Cory-Hightower-5302
"
						
							Chris Porter
						
					",2000,55,"6'5 ½""","6'6 ½""","6'9 ½""","8'7 ½""","35""","11'6 ½""","28.5""","11'0""",214,-,-,-,6,10.93,3.2,/profile/Chris-Porter-3974/,Chris-Porter-3974
"
						
							Terrance Roberson
						
					",2000,-,"6'5 ½""","6'7""","6'8""","8'7 ½""","32.5""","11'4""","29""","11'0 ½""",209,-,-,-,11,11.66,-,/profile/Terrance-Roberson-4111/,Terrance-Roberson-4111
"
						
							Stanley Brundy
						
					",1989,32,"6'5 ½""",-,-,-,-,-,-,-,-,-,-,-,-,-,-,/profile/Stanley-Brundy-1845/,Stanley-Brundy-1845
"
						
							Demar DeRozan
						
					",2009,9,"6'5 ½""","6'6 ½""","6'9""","8'6 ½""","38.5""","11'9""","29""","10'11 ½""",211,4.9,-,-,5,11.88,3.31,/profile/Demar-DeRozan-1319/,Demar-DeRozan-1319
"
						
							Marquis Gilstrap
						
					",2010,-,"6'5 ½""",-,"6'8 ¾""","8'7 ¾""",-,-,-,-,207,-,-,-,-,-,-,/profile/Marquis-Gilstrap-5801/,Marquis-Gilstrap-5801
"
						
							Ryan Wittman
						
					",2010,-,"6'5 ½""",-,"6'4 ¾""","8'4 ¾""",-,-,-,-,206,-,-,-,-,-,-,/profile/Ryan-Wittman-5842/,Ryan-Wittman-5842
"
						
							Lee Cummard
						
					",2009,-,"6'5 ½""","6'7""","6'7""",-,-,-,-,-,175,-,-,-,-,-,-,/profile/Lee-Cummard-5207/,Lee-Cummard-5207
"
						
							A.D. Vassallo
						
					",2009,-,"6'5 ½""","6'6 ¾""","6'10 ¼""",-,-,-,-,-,233,-,-,-,-,-,-,/profile/A.D.-Vassallo-1083/,A.D.-Vassallo-1083
"
						
							Lorrenzo Wade
						
					",2009,-,"6'5 ½""","6'6 ¾""","7'0 ½""",-,-,-,-,-,217,-,-,-,-,-,-,/profile/Lorrenzo-Wade-1228/,Lorrenzo-Wade-1228
"
						
							Gary Johnson
						
					",2011,-,"6'5 ½""",-,"7'1 ½""","8'8 ½""",-,-,"28""","11'0 ½""",232,-,-,-,-,12.28,3.39,/profile/Gary-Johnson-1116/,Gary-Johnson-1116
"
						
							Mark Payne
						
					",2011,-,"6'5 ½""",-,"6'5 ½""","8'3 ½""",-,-,"29.5""","10'9""",206,-,-,-,-,12.11,3.34,/profile/Mark-Payne-5679/,Mark-Payne-5679
"
						
							Scotty Hopson
						
					",2011,-,"6'5 ½""","6'6 ¾""","6'11""","8'6 ½""","36.5""","11'7""","33.5""","11'4""",202,5,"9.75""",-,-,-,3.82,/profile/Scotty-Hopson-1323/,Scotty-Hopson-1323
"
						
							Jon Diebler
						
					",2011,51,"6'5 ½""","6'6 ½""","6'6 ½""","8'4""","35""","11'3""","26.5""","10'6 ½""",200,10.2,"8""",-,-,-,4.1,/profile/Jon-Diebler-1410/,Jon-Diebler-1410
"
						
							Mychel Thompson
						
					",2011,-,"6'5 ½""","6'6 ½""","6'7""","8'5 ½""","35""","11'4 ½""","29.5""","10'11""",213,7.2,"9.5""",-,-,-,4.01,/profile/Mychel-Thompson-17915/,Mychel-Thompson-17915
"
						
							Amir Garrett
						
					",2010,-,"6'5 ½""",-,"6'10""","8'5 ½""",-,-,-,-,189,-,-,-,-,-,-,/profile/Amir-Garrett-42280/,Amir-Garrett-42280
"
						
							Kyle Weems
						
					",2012,-,"6'5 ½""",-,"6'10""",-,-,-,"34.8""","2'9 ¾""",223,-,-,-,-,11.8,3.38,/profile/Kyle-Weems-6493/,Kyle-Weems-6493
"
						
							Edgaras Ulanovas
						
					",2012,-,"6'5 ½""","6'6 ¼""","6'10 ½""","8'8""","31""","11'3""","27.5""","10'11 ½""",211,-,-,-,-,11.93,3.44,/profile/Edgaras-Ulanovas-6416/,Edgaras-Ulanovas-6416
"
						
							Michal Michalak
						
					",2012,-,"6'5 ½""","6'6 ½""","6'7""","8'4""","30.5""","10'10 ½""","25.5""","10'5 ½""",195,-,-,-,-,11.42,3.5,/profile/Michal-Michalak-6422/,Michal-Michalak-6422
"
						
							Harding Nana
						
					",2006,-,"6'5 ½""","6'6 ½""","6'11 ¼""",-,-,-,-,-,232,-,-,-,-,-,-,/profile/Harding-Nana-553/,Harding-Nana-553
"
						
							Jamaal Williams
						
					",2006,-,"6'5 ½""","6'7""","7'1""",-,-,-,-,-,230,-,-,-,-,-,-,/profile/Jamaal-Williams-28954/,Jamaal-Williams-28954
"
						
							Anthony Morrow
						
					",2008,-,"6'5 ½""","6'6 ½""","6'10 ½""",-,-,-,-,-,207,-,-,-,-,-,-,/profile/Anthony-Morrow-1003/,Anthony-Morrow-1003
