RSCI_Rank,Player,Draft_Pick,Draft_Year,NBA_EWA,Player_Link,Rank_Year,DX_Player_ID
139,"			
												Samir Sehic
											","
											"," 
											",-,/profile/Samir-Sehic-71568/,2015,Samir-Sehic-71568
140,"			
												Ebuka Izundu
											","
											"," 
											",-,/profile/Ebuka-Izundu-93268/,2015,Ebuka-Izundu-93268
141,"			
												Randall Broddie
											","
											"," 
											",-,/profile/Randall-Broddie-84455/,2015,Randall-Broddie-84455
142,"			
												Alex Illikainen
											","
											"," 
											",-,/profile/Alex-Illikainen-81798/,2015,Alex-Illikainen-81798
143,"			
												Anthony Lawrence
											","
											"," 
											",-,/profile/Anthony-Lawrence-81838/,2015,Anthony-Lawrence-81838
144,"			
												Dominic Green
											","
											"," 
											",-,/profile/Dominic-Green-82263/,2015,Dominic-Green-82263
145,"			
												Jarred Reuter
											","
											"," 
											",-,/profile/Jarred-Reuter-72831/,2015,Jarred-Reuter-72831
146,"			
												Donte Fitzpatrick
											","
											"," 
											",-,/profile/Donte-Fitzpatrick-72505/,2015,Donte-Fitzpatrick-72505
147,"			
												Paris Austin
											","
											"," 
											",-,/profile/Paris-Austin-82139/,2015,Paris-Austin-82139
148,"			
												Kyle Ahrens
											","
											"," 
											",-,/profile/Kyle-Ahrens-81767/,2015,Kyle-Ahrens-81767
149,"			
												Dean Wade
											","
											"," 
											",-,/profile/Dean-Wade-91304/,2015,Dean-Wade-91304
150,"			
												Tacko Fall
											","
											"," 
											",-,/profile/Tacko-Fall-81843/,2015,Tacko-Fall-81843
151,"			
												Dupree McBrayer
											","
											"," 
											",-,/profile/Dupree-McBrayer-93261/,2015,Dupree-McBrayer-93261
152,"			
												Yankuba Sima
											","
											"," 
											",-,/profile/Yankuba-Sima-80420/,2015,Yankuba-Sima-80420
153,"			
												Drew Eubanks
											","
											"," 
											",-,/profile/Drew-Eubanks-81859/,2015,Drew-Eubanks-81859
154,"			
												Wendell Mitchell
											","
											"," 
											",-,/profile/Wendell-Mitchell-83276/,2015,Wendell-Mitchell-83276
155,"			
												Levan Alston
											","
											"," 
											",-,/profile/Levan-Alston-81728/,2015,Levan-Alston-81728
156,"			
												New Williams
											","
											"," 
											",-,/profile/New-Williams-93245/,2015,New-Williams-93245
157,"			
												Chad Brown
											","
											"," 
											",-,/profile/Chad-Brown-82122/,2015,Chad-Brown-82122
158,"			
												Jalen Poyser
											","
											"," 
											",-,/profile/Jalen-Poyser-73157/,2015,Jalen-Poyser-73157
159,"			
												Tyson Jolly
											","
											"," 
											",-,/profile/Tyson-Jolly-93243/,2015,Tyson-Jolly-93243
160,"			
												Rex Pflueger
											","
											"," 
											",-,/profile/Rex-Pflueger-7269/,2015,Rex-Pflueger-7269
161,"			
												Joseph Toye
											","
											"," 
											",-,/profile/Joseph-Toye-76450/,2015,Joseph-Toye-76450
162,"			
												Jeremy Miller
											","
											"," 
											",-,/profile/Jeremy-Miller-76439/,2015,Jeremy-Miller-76439
163,"			
												Chris Silva
											","
											"," 
											",-,/profile/Chris-Silva-76447/,2015,Chris-Silva-76447
164,"			
												Tulio Henrique
											","
											"," 
											",-,/profile/Tulio-Henrique-80326/,2015,Tulio-Henrique-80326
165,"			
												Brodricks Jones
											","
											"," 
											",-,/profile/Brodricks-Jones-76436/,2015,Brodricks-Jones-76436
166,"			
												Lindsey Drew
											","
											"," 
											",-,/profile/Lindsey-Drew-93254/,2015,Lindsey-Drew-93254
167,"			
												Makol Mawien
											","
											"," 
											",-,/profile/Makol-Mawien-83279/,2015,Makol-Mawien-83279
168,"			
												Lamonte Turner
											","
											"," 
											",-,/profile/Lamonte-Turner-71610/,2015,Lamonte-Turner-71610
169,"			
												Christ Koumadje
											","
											"," 
											",-,/profile/Christ-Koumadje-93265/,2015,Christ-Koumadje-93265
170,"			
												Tahjai Teague
											","
											"," 
											",-,/profile/Tahjai-Teague-82078/,2015,Tahjai-Teague-82078
171,"			
												Landry Shamet
											","
											"," 
											",-,/profile/Landry-Shamet-93287/,2015,Landry-Shamet-93287
172,"			
												Marquez Letcher-Ellis
											","
											"," 
											",-,/profile/Marquez-Letcher-Ellis-93255/,2015,Marquez-Letcher-Ellis-93255
173,"			
												Camron Justice
											","
											"," 
											",-,/profile/Camron-Justice-71638/,2015,Camron-Justice-71638
174,"			
												Georgios Papagiannis
											","
													13
											"," 
												2016
											",0.34,/profile/Georgios-Papagiannis-42344/,2015,Georgios-Papagiannis-42344
175,"			
												Shaun Kirk
											","
											"," 
											",-,/profile/Shaun-Kirk-81757/,2015,Shaun-Kirk-81757
176,"			
												James Bolden
											","
											"," 
											",-,/profile/James-Bolden-71632/,2015,James-Bolden-71632
177,"			
												Zach Seljaas
											","
											"," 
											",-,/profile/Zach-Seljaas-91321/,2015,Zach-Seljaas-91321
178,"			
												Jordan Murphy
											","
											"," 
											",-,/profile/Jordan-Murphy-74926/,2015,Jordan-Murphy-74926
179,"			
												William Jackson
											","
											"," 
											",-,/profile/William-Jackson-70069/,2015,William-Jackson-70069
180,"			
												Luke Maye
											","
											"," 
											",-,/profile/Luke-Maye-71796/,2015,Luke-Maye-71796
181,"			
												Kyle Leufroy
											","
											"," 
											",-,/profile/Kyle-Leufroy-93288/,2015,Kyle-Leufroy-93288
182,"			
												A.J. Turner
											","
											"," 
											",-,/profile/A.J.-Turner-81786/,2015,A.J.-Turner-81786
183,"			
												Kipper Nichols
											","
											"," 
											",-,/profile/Kipper-Nichols-81765/,2015,Kipper-Nichols-81765
184,"			
												Chris Harris
											","
											"," 
											",-,/profile/Chris-Harris-93259/,2015,Chris-Harris-93259
185,"			
												Davon Dillard
											","
											"," 
											",-,/profile/Davon-Dillard-76418/,2015,Davon-Dillard-76418
186,"			
												Melvin Frazier
											","
											"," 
											",-,/profile/Melvin-Frazier-76423/,2015,Melvin-Frazier-76423
187,"			
												Derrick Bruce
											","
											"," 
											",-,/profile/Derrick-Bruce-93266/,2015,Derrick-Bruce-93266
188,"			
												Tim Delaney
											","
											"," 
											",-,/profile/Tim-Delaney-81657/,2015,Tim-Delaney-81657
189,"			
												Sam Miller
											","
											"," 
											",-,/profile/Sam-Miller-81956/,2015,Sam-Miller-81956
190,"			
												Cody Schwartz
											","
											"," 
											",-,/profile/Cody-Schwartz-93273/,2015,Cody-Schwartz-93273
191,"			
												Sylvester Ogbonda
											","
											"," 
											",-,/profile/Sylvester-Ogbonda-82919/,2015,Sylvester-Ogbonda-82919
192,"			
												Ahmad Gilbert
											","
											"," 
											",-,/profile/Ahmad-Gilbert-81725/,2015,Ahmad-Gilbert-81725
193,"			
												Markis McDuffie
											","
											"," 
											",-,/profile/Markis-McDuffie-93256/,2015,Markis-McDuffie-93256
194,"			
												Matthew Neufeld
											","
											"," 
											",-,/profile/Matthew-Neufeld-89495/,2015,Matthew-Neufeld-89495
195,"			
												Shawntrez Davis
											","
											"," 
											",-,/profile/Shawntrez-Davis-76417/,2015,Shawntrez-Davis-76417
196,"			
												Hyron Edwards
											","
											"," 
											",-,/profile/Hyron-Edwards-80962/,2015,Hyron-Edwards-80962
197,"			
												John Reyes
											","
											"," 
											",-,/profile/John-Reyes-82164/,2015,John-Reyes-82164
198,"			
												Austin Conway
											","
											"," 
											",-,/profile/Austin-Conway-80987/,2015,Austin-Conway-80987
199,"			
												Anthony Townes
											","
											"," 
											",-,/profile/Anthony-Townes-93238/,2015,Anthony-Townes-93238
200,"			
												Gage Ellis
											","
											"," 
											",-,/profile/Gage-Ellis-93278/,2015,Gage-Ellis-93278
201,"			
												Mike Benkert
											","
											"," 
											",-,/profile/Mike-Benkert-82080/,2015,Mike-Benkert-82080
202,"			
												Donta Hall
											","
											"," 
											",-,/profile/Donta-Hall-82939/,2015,Donta-Hall-82939
203,"			
												John Crosby
											","
											"," 
											",-,/profile/John-Crosby-88110/,2015,John-Crosby-88110
204,"			
												Trey Lowe
											","
											"," 
											",-,/profile/Trey-Lowe-81724/,2015,Trey-Lowe-81724
205,"			
												Xavier Cochran
											","
											"," 
											",-,/profile/Xavier-Cochran-82160/,2015,Xavier-Cochran-82160
206,"			
												Serigne Athj
											","
											"," 
											",-,/profile/Serigne-Athj-84495/,2015,Serigne-Athj-84495
207,"			
												Nate Grimes
											","
											"," 
											",-,/profile/Nate-Grimes-93244/,2015,Nate-Grimes-93244
208,"			
												Nico Clareth
											","
											"," 
											",-,/profile/Nico-Clareth-82804/,2015,Nico-Clareth-82804
209,"			
												Dusan Kovacevic
											","
											"," 
											",-,/profile/Dusan-Kovacevic-62858/,2015,Dusan-Kovacevic-62858
210,"			
												Jesse Bunting
											","
											"," 
											",-,/profile/Jesse-Bunting-71698/,2015,Jesse-Bunting-71698
211,"			
												Terence Davis
											","
											"," 
											",-,/profile/Terence-Davis-93251/,2015,Terence-Davis-93251
212,"			
												Derrik Smits
											","
											"," 
											",-,/profile/Derrik-Smits-93264/,2015,Derrik-Smits-93264
213,"			
												Ryan Cline
											","
											"," 
											",-,/profile/Ryan-Cline-82968/,2015,Ryan-Cline-82968
214,"			
												Leroy Butts
											","
											"," 
											",-,/profile/Leroy-Butts-84468/,2015,Leroy-Butts-84468
215,"			
												Keanu Pinder
											","
											"," 
											",-,/profile/Keanu-Pinder-72869/,2015,Keanu-Pinder-72869
216,"			
												Devon Colley
											","
											"," 
											",-,/profile/Devon-Colley-93267/,2015,Devon-Colley-93267
217,"			
												Taron Oliver
											","
											"," 
											",-,/profile/Taron-Oliver-81811/,2015,Taron-Oliver-81811
218,"			
												Brandon Hutton
											","
											"," 
											",-,/profile/Brandon-Hutton-93239/,2015,Brandon-Hutton-93239
219,"			
												Justin Route
											","
											"," 
											",-,/profile/Justin-Route-84470/,2015,Justin-Route-84470
220,"			
												Jason Richardson
											","
											"," 
											",-,/profile/Jason-Richardson-93297/,2015,Jason-Richardson-93297
221,"			
												Christian Romine
											","
											"," 
											",-,/profile/Christian-Romine-93274/,2015,Christian-Romine-93274
222,"			
												Jamall Gregory
											","
											"," 
											",-,/profile/Jamall-Gregory-93270/,2015,Jamall-Gregory-93270
223,"			
												Djibril Diallo
											","
											"," 
											",-,/profile/Djibril-Diallo-97540/,2015,Djibril-Diallo-97540
224,"			
												Develle Phillips
											","
											"," 
											",-,/profile/Develle-Phillips-84477/,2015,Develle-Phillips-84477
225,"			
												Jon Davis
											","
											"," 
											",-,/profile/Jon-Davis-84459/,2015,Jon-Davis-84459
226,"			
												T.J. Johnson
											","
											"," 
											",-,/profile/T.J.-Johnson-93295/,2015,T.J.-Johnson-93295
227,"			
												Dikembe Dixson
											","
											"," 
											",-,/profile/Dikembe-Dixson-82235/,2015,Dikembe-Dixson-82235
228,"			
												Kwinton Hinson
											","
											"," 
											",-,/profile/Kwinton-Hinson-93286/,2015,Kwinton-Hinson-93286
229,"			
												Noah Blackwell
											","
											"," 
											",-,/profile/Noah-Blackwell-72495/,2015,Noah-Blackwell-72495
230,"			
												Jerekius Davis
											","
											"," 
											",-,/profile/Jerekius-Davis-81830/,2015,Jerekius-Davis-81830
231,"			
												C.J. Williamson
											","
											"," 
											",-,/profile/C.J.-Williamson-93258/,2015,C.J.-Williamson-93258
232,"			
												Ronnie Suggs
											","
											"," 
											",-,/profile/Ronnie-Suggs-71596/,2015,Ronnie-Suggs-71596
233,"			
												Clifton Powell
											","
											"," 
											",-,/profile/Clifton-Powell-92353/,2015,Clifton-Powell-92353
234,"			
												Kejuan Johnson
											","
											"," 
											",-,/profile/Kejuan-Johnson-70287/,2015,Kejuan-Johnson-70287
235,"			
												Isaiah Thomas
											","
											"," 
											",-,/profile/Isaiah-Thomas-82290/,2015,Isaiah-Thomas-82290
